Region,Month,Year,Rainfall (mm),Tea Production (tons),Tea Supply (tons),Tea Demand (tons),Comment
Terai,June,2021,765.3792020355661,64.30247117170518,61.04007447827806,64.55963388690603,Road blockages due to flooding delayed the shipment.
Munnar,January,2021,792.42265557575,83.9455003296074,67.44818304595252,71.10236196616025,Customs clearance issues delayed the shipment.
Assam,September,2021,812.5651551940475,190.38017240917029,186.89448424443378,182.90089386340708,"Due to rush at the port, the shipment was delayed."
Meghalaya,July,2021,1265.392744540289,171.13833895160144,140.02384171920644,144.77004020536276,Customs clearance issues delayed the shipment.
Assam,February,2021,1752.9577299286352,54.98439032197052,50.355264909766305,46.141522980259666,Labor strike at the port delayed the shipment.
Munnar,February,2021,1405.3977117464033,421.5842078598275,418.72841628004255,497.07885123167216,Labor strike at the port delayed the shipment.
Dooars,June,2021,755.6839370262358,485.971391303365,397.72999497636414,387.13711186535664,Adverse weather conditions caused a delay in transportation.
Darjeeling,January,2021,909.454915247642,379.737249950134,368.83876668219966,408.24274344758993,Customs clearance issues delayed the shipment.
Terai,January,2021,1425.116483377124,158.4691448041064,148.23886589089958,168.8136757561004,Road blockages due to flooding delayed the shipment.
Meghalaya,September,2021,1491.0864022045446,424.1761323269653,416.1300847427866,430.9700188913049,Labor strike at the port delayed the shipment.
Arunachal Pradesh,May,2021,1633.257076875953,314.1958233750778,278.48690756321963,305.9191595870889,Customs clearance issues delayed the shipment.
Darjeeling,August,2021,1385.2088031337253,324.06017547540984,279.23508440843574,314.17775882029764,Labor strike at the port delayed the shipment.
Dooars,September,2021,1240.7982029559362,462.45856297150476,404.75707019513055,382.03427968064995,"Due to rush at the port, the shipment was delayed."
Assam,July,2021,1283.778301317051,259.17384270538605,248.7247486144493,286.782992822908,Road blockages due to flooding delayed the shipment.
Arunachal Pradesh,April,2021,668.4265739416207,153.71878713076956,139.97368685820786,145.53944165463616,"Due to rush at the port, the shipment was delayed."
Terai,July,2021,1221.7072230178205,120.69945600551893,118.03587776559027,127.42624636244348,Labor strike at the port delayed the shipment.
Terai,January,2021,976.5905299739887,94.15391956899035,85.57311885505588,86.37519202814981,Adverse weather conditions caused a delay in transportation.
Assam,December,2021,852.8493603542545,98.05470279034984,91.46715600783982,89.73089251501698,Labor strike at the port delayed the shipment.
Wayanad,August,2021,1720.2913609118111,275.8704285299748,238.81940247019153,283.60955547833197,"Due to rush at the port, the shipment was delayed."
Wayanad,July,2021,1577.0094920893432,457.57375907095934,452.84443610651573,451.9791242082788,Adverse weather conditions caused a delay in transportation.
Terai,April,2021,1955.7896852006438,312.20940545061836,262.9682626413407,304.88834038683166,Customs clearance issues delayed the shipment.
Meghalaya,July,2021,526.4297129495759,131.20978952821454,110.69918728601488,112.80223152111589,Labor strike at the port delayed the shipment.
Darjeeling,February,2021,1217.4266772124456,143.13516425121202,124.11491787294074,145.90772107497494,Labor strike at the port delayed the shipment.
Assam,December,2021,598.231449359821,180.54066559233547,162.77060429577935,181.47883289705533,Labor strike at the port delayed the shipment.
Dooars,March,2021,1251.333192892927,337.81416762895043,319.5880483761916,291.9769201634055,"Due to rush at the port, the shipment was delayed."
Terai,September,2021,912.9175778774875,267.9071360436417,233.28815643674128,217.25549681729134,Adverse weather conditions caused a delay in transportation.
Terai,June,2021,1320.548658996238,152.24601794803553,150.30709293624759,176.466802313595,"Due to rush at the port, the shipment was delayed."
Meghalaya,December,2021,1826.5990672505707,310.3900934324568,296.27424323752206,325.885233458754,Customs clearance issues delayed the shipment.
Tripura,July,2021,1768.6685700335584,196.40836068012968,193.56479730799185,218.76798623506443,Adverse weather conditions caused a delay in transportation.
Terai,April,2021,1990.7065934086781,277.9771308965219,230.3353079645665,263.63846495017026,"Due to rush at the port, the shipment was delayed."
Terai,February,2021,663.065988630432,189.43275411352926,156.94997812355118,183.50162128632374,"Due to rush at the port, the shipment was delayed."
Assam,September,2021,849.3443996373026,213.80424921291433,181.5913920979766,176.6212998586838,"Due to rush at the port, the shipment was delayed."
Dooars,July,2021,703.015186320564,319.7581361088282,304.1424961796737,315.30192196502526,Labor strike at the port delayed the shipment.
Terai,September,2021,1907.6132267214925,92.09976210662468,81.0359495045266,90.26142675523043,"Due to rush at the port, the shipment was delayed."
Darjeeling,April,2021,1935.583137205538,363.3311485019528,324.98337056114167,308.8121614886912,Labor strike at the port delayed the shipment.
Assam,July,2021,1195.6116782415334,91.53666959398139,80.85642517084982,88.0786236983512,Labor strike at the port delayed the shipment.
Arunachal Pradesh,September,2021,590.5756018644913,180.0104343761712,178.57098181196494,165.3549166423488,Road blockages due to flooding delayed the shipment.
Darjeeling,January,2021,815.1298553440172,220.5479687860636,181.14818155118132,170.8111367508052,Labor strike at the port delayed the shipment.
Wayanad,January,2021,1024.678887828654,361.49301918895463,359.29591259175646,355.12826307618894,Customs clearance issues delayed the shipment.
Wayanad,August,2021,1368.9866135132247,260.3744501236874,242.01972106461716,246.1260076929836,Road blockages due to flooding delayed the shipment.
Munnar,June,2021,1103.4032063524019,219.80115421748528,189.2340814032648,195.33145001540086,Labor strike at the port delayed the shipment.
Munnar,February,2021,1118.8174418004169,216.07240899530888,205.7706011038968,189.70116013589066,Adverse weather conditions caused a delay in transportation.
Meghalaya,January,2021,1864.6532063079544,74.25419446096726,72.14898961066234,66.61853442570117,Customs clearance issues delayed the shipment.
Wayanad,February,2021,1110.373792574569,156.85209806520052,137.34459169846957,145.5820903008648,Labor strike at the port delayed the shipment.
Meghalaya,September,2021,1922.7660272188457,82.733149782276,80.67944995281655,93.1742425629685,"Due to rush at the port, the shipment was delayed."
Dooars,March,2021,1510.2149831698548,246.85710854704504,200.1217735096176,224.66223292922115,"Due to rush at the port, the shipment was delayed."
Nilgiri,April,2021,1448.6700797454123,300.0486834711277,270.85579907029734,276.5695764822691,Adverse weather conditions caused a delay in transportation.
Arunachal Pradesh,October,2021,1214.866860537752,430.44641043959587,354.33393738595646,401.19532478932547,"Due to rush at the port, the shipment was delayed."
Terai,June,2021,705.5199475891923,399.2335622041786,352.16107415764225,417.51835201649476,Road blockages due to flooding delayed the shipment.
Munnar,September,2021,1235.543907253477,176.62361428231475,163.15521403788716,169.40514234111893,Labor strike at the port delayed the shipment.
Wayanad,July,2021,1853.469211682461,317.1635853590502,303.3921254230664,360.0590684974556,"Due to rush at the port, the shipment was delayed."
Tripura,April,2021,1201.1992719339823,417.6199680156289,394.0735075554534,390.98368759943844,Road blockages due to flooding delayed the shipment.
Arunachal Pradesh,June,2021,1600.8515107505918,492.2963540795733,444.0164636004068,526.1371513447583,Road blockages due to flooding delayed the shipment.
Arunachal Pradesh,April,2021,1480.3098448347628,376.09218088648237,342.181030016729,323.49880084057446,Customs clearance issues delayed the shipment.
Arunachal Pradesh,July,2021,929.8857260784822,172.589742954653,143.70177051511456,162.57607033161835,"Due to rush at the port, the shipment was delayed."
Wayanad,November,2021,1168.8898327679253,93.82009232632413,84.41785826559305,91.81653489689644,Adverse weather conditions caused a delay in transportation.
Terai,May,2021,543.6297531661096,273.2973558104378,246.80824064552903,245.07691979541988,Road blockages due to flooding delayed the shipment.
Dooars,January,2021,1632.4234452699552,403.62553262752584,337.2385483851404,309.3551393316367,Labor strike at the port delayed the shipment.
Darjeeling,March,2021,1066.2614774330682,410.28039013782677,410.1704830206462,432.65507667002515,Road blockages due to flooding delayed the shipment.
Assam,July,2021,1585.7559179860093,317.06163210213174,286.52199594671447,334.19387724383046,"Due to rush at the port, the shipment was delayed."
Meghalaya,August,2021,1082.4239298764678,65.92137633901433,60.159624817799845,56.2906910516999,Adverse weather conditions caused a delay in transportation.
Terai,November,2021,1863.0683127599943,135.0998630143308,126.58317548051926,144.3973458180638,Road blockages due to flooding delayed the shipment.
Darjeeling,March,2021,1670.7798167367537,244.45224711206072,244.001097308121,284.39157620709346,Adverse weather conditions caused a delay in transportation.
Assam,December,2021,1173.1081565828008,403.2625805188921,323.2320885652113,341.55469728200063,Road blockages due to flooding delayed the shipment.
Tripura,September,2021,941.287931191757,66.65654000738937,55.054052796355144,57.36392420641859,Adverse weather conditions caused a delay in transportation.
Tripura,October,2021,1792.112022150797,225.94428370346938,187.16118776555086,174.52205503754212,Labor strike at the port delayed the shipment.
Nilgiri,March,2021,1950.6298097594622,398.5541707228199,397.0163147184689,385.25701483664074,Adverse weather conditions caused a delay in transportation.
Nilgiri,September,2021,1459.4048194773768,293.22664360751276,277.639076859239,296.1443235469281,Labor strike at the port delayed the shipment.
Wayanad,January,2021,1436.242236669002,440.55256739156005,361.948860660447,401.20711928968,Labor strike at the port delayed the shipment.
Arunachal Pradesh,August,2021,1194.336743615882,268.6050058069006,241.30545986076,278.656836301924,Road blockages due to flooding delayed the shipment.
Meghalaya,May,2021,519.0029007873078,122.56463078635142,120.11966866037231,124.7827101745046,"Due to rush at the port, the shipment was delayed."
Darjeeling,December,2021,988.9663194673228,402.1822700578686,386.3900008959802,432.4197635707659,Customs clearance issues delayed the shipment.
Dooars,August,2021,1449.4025194187188,61.509101928512834,58.32444886228119,57.2216917423248,Road blockages due to flooding delayed the shipment.
Dooars,August,2021,634.9469351040825,152.30643269348406,122.66221482044746,142.2383876522662,Customs clearance issues delayed the shipment.
Tripura,March,2021,1405.2768375953588,472.63882292982277,430.038792205221,487.38639139751723,Adverse weather conditions caused a delay in transportation.
Terai,September,2021,1638.1379500388725,128.6778492411795,125.34647057167965,141.2721322545217,Labor strike at the port delayed the shipment.
Nilgiri,September,2021,551.6271731019589,102.5855250515629,94.94401211665327,95.01871958432329,Road blockages due to flooding delayed the shipment.
Munnar,May,2021,1091.565422842139,480.6326491718605,432.8694777850667,438.48494318063746,"Due to rush at the port, the shipment was delayed."
Tripura,February,2021,876.0290348034519,347.29809532453413,343.70143964912944,393.98278447796054,"Due to rush at the port, the shipment was delayed."
Nilgiri,May,2021,847.5489876827112,493.65094610919357,475.60565341667956,487.2388280081425,Road blockages due to flooding delayed the shipment.
Tripura,July,2021,1213.0741067150293,434.6539836187768,418.0882446472788,448.93635166496136,Road blockages due to flooding delayed the shipment.
Terai,September,2021,1149.060582169773,235.6874415244528,222.73660219465015,252.36196242252242,Labor strike at the port delayed the shipment.
Nilgiri,November,2021,839.5028164667496,75.52792324236728,66.14136347036282,70.46407246069658,Customs clearance issues delayed the shipment.
Nilgiri,April,2021,1778.603417490505,401.6827470740618,341.3509679144661,397.6185818044502,Labor strike at the port delayed the shipment.
Terai,April,2021,1071.1958967534554,236.34768812586395,208.7500906590751,200.9532140890406,Customs clearance issues delayed the shipment.
Munnar,November,2021,1793.73646160984,467.42310726532423,408.75544615024967,398.33375430001786,Adverse weather conditions caused a delay in transportation.
Arunachal Pradesh,March,2021,505.11087900624216,221.94545737873628,204.9145026731113,193.4161339818187,Labor strike at the port delayed the shipment.
Meghalaya,April,2021,1139.3605267918601,318.3812994236677,314.5144222705591,342.0191481126741,Customs clearance issues delayed the shipment.
Tripura,June,2021,1123.6676249542704,184.38636314577235,148.0723057694596,141.95097744515346,"Due to rush at the port, the shipment was delayed."
Dooars,April,2021,1672.9379398427347,386.780742088398,348.2237437814903,408.363572522494,Labor strike at the port delayed the shipment.
Munnar,June,2021,1916.6618849947586,222.77361546001632,184.91779989200063,178.44691542036713,Labor strike at the port delayed the shipment.
Wayanad,August,2021,858.2933169990016,441.2560461181513,377.4589558207798,368.8012917723807,Customs clearance issues delayed the shipment.
Dooars,December,2021,1339.0856242729296,326.4558724235649,261.56160868338293,289.2695233093851,Road blockages due to flooding delayed the shipment.
Terai,October,2021,547.7239950131844,495.0883706368291,492.6197833640777,486.07639159777887,Road blockages due to flooding delayed the shipment.
Terai,June,2021,1858.7786200925411,307.6478417027631,255.09646078385612,254.01598247071112,Labor strike at the port delayed the shipment.
Munnar,April,2021,1165.1334792671305,283.786011825621,267.7759106004151,260.67967408147035,Road blockages due to flooding delayed the shipment.
Dooars,August,2021,1893.9399733342366,483.5886835027648,419.5823917719502,485.63091121601974,Customs clearance issues delayed the shipment.
Dooars,December,2021,1674.0045556431705,359.6390251234039,338.16517150342344,338.25314074640016,Adverse weather conditions caused a delay in transportation.
Dooars,December,2021,865.1846535545137,287.9375617931045,265.7737453155703,318.6364332587537,Road blockages due to flooding delayed the shipment.
Dooars,August,2021,1431.3558127987778,197.61771460991224,196.2124896574318,211.16577782940522,"Due to rush at the port, the shipment was delayed."
Assam,June,2021,1147.520831292085,321.5291115096177,262.2001110931894,297.05579201369176,Labor strike at the port delayed the shipment.
Dooars,June,2021,1161.8471717603302,111.99867515965357,97.07310133376627,102.6003284153677,Customs clearance issues delayed the shipment.
Darjeeling,April,2021,1136.2882951824186,338.5165393739039,308.86904090090314,291.3898023210682,"Due to rush at the port, the shipment was delayed."
Dooars,May,2021,1720.218604598397,132.01696379507035,120.21843741014244,129.54960820837454,Labor strike at the port delayed the shipment.
Wayanad,November,2021,1052.7896368338652,63.00030413881027,53.0798929921196,59.97023243936231,"Due to rush at the port, the shipment was delayed."
Meghalaya,January,2021,1345.8823177933273,369.524235161081,304.4145202017827,299.4146427666872,Adverse weather conditions caused a delay in transportation.
Dooars,August,2021,1267.0639428830996,168.15705703134768,166.78694605252505,160.34521408294873,"Due to rush at the port, the shipment was delayed."
Assam,November,2021,1084.1166553853986,343.51673914300795,275.9629397172503,291.87352498323924,Road blockages due to flooding delayed the shipment.
Tripura,July,2021,827.1388799248607,196.05654690695513,172.94989977782578,199.59734148683015,Labor strike at the port delayed the shipment.
Wayanad,July,2021,1294.792109942721,159.96831786149812,158.1009238571562,189.47007080793534,Road blockages due to flooding delayed the shipment.
Terai,December,2022,900.2662589951802,205.15455545664014,166.03008374371234,188.83868958953204,"Due to rush at the port, the shipment was delayed."
Assam,December,2022,629.3906117808555,256.7141399937906,245.74704091593105,222.8278775120791,Customs clearance issues delayed the shipment.
Wayanad,January,2022,1983.0265771017168,73.17939416386182,62.663104249770434,67.30473163584172,"Due to rush at the port, the shipment was delayed."
Wayanad,October,2022,694.8629360868266,491.3331138220136,414.02292640617264,464.32941188477196,Adverse weather conditions caused a delay in transportation.
Terai,November,2022,1755.8688696115098,183.73781292516537,181.74721569853386,182.48717765040658,Labor strike at the port delayed the shipment.
Meghalaya,November,2022,1713.1153324782795,313.04003338506,272.47079924201546,286.63723559223666,Adverse weather conditions caused a delay in transportation.
Assam,April,2022,618.7644419276284,270.24376424162676,251.63891443770754,300.9513967693691,Road blockages due to flooding delayed the shipment.
Terai,May,2022,1793.5826013909334,228.817546300745,184.03471889158524,197.60531913892814,Customs clearance issues delayed the shipment.
Munnar,November,2022,1927.4483265520378,341.61712696672333,327.9489988079629,366.1937756969869,Adverse weather conditions caused a delay in transportation.
Assam,July,2022,1909.2733546194156,127.96158612981537,110.99304883144124,107.06485964416399,Road blockages due to flooding delayed the shipment.
Darjeeling,March,2022,737.5204475408523,468.3647265513141,391.6933930047307,387.07422617645716,Road blockages due to flooding delayed the shipment.
Meghalaya,March,2022,1275.5915748706866,357.74975973592785,355.8658638647385,369.0952985647856,Labor strike at the port delayed the shipment.
Assam,June,2022,1638.1661527908639,271.3596218600211,247.23341653596958,234.41251973690453,Road blockages due to flooding delayed the shipment.
Assam,April,2022,1290.1638929830788,424.9166569958455,405.772140953621,478.3541692948392,Adverse weather conditions caused a delay in transportation.
Meghalaya,January,2022,1957.547339722805,457.1143179100589,387.8366969590861,457.18666140576863,Road blockages due to flooding delayed the shipment.
Meghalaya,June,2022,1748.0889618304489,214.86007714478316,200.59930359560556,239.07865670159111,Road blockages due to flooding delayed the shipment.
Meghalaya,August,2022,659.535774138473,143.00011992757302,122.04851555023417,123.01896028128006,Adverse weather conditions caused a delay in transportation.
Nilgiri,February,2022,660.0651485265864,208.35398677752053,191.44682518704568,218.1414113301864,Labor strike at the port delayed the shipment.
Terai,January,2022,1599.4405544972767,72.93140879008558,59.37103976023378,64.84676722734909,"Due to rush at the port, the shipment was delayed."
Munnar,December,2022,1502.718671948376,64.4409027894692,61.98402006066459,65.35582746788829,Road blockages due to flooding delayed the shipment.
Arunachal Pradesh,February,2022,1363.8127596163,218.3537485571704,217.9754282558469,224.36494574784243,"Due to rush at the port, the shipment was delayed."
Wayanad,May,2022,1669.4954479851526,282.8770249031195,277.8410057667999,268.48640931038545,Road blockages due to flooding delayed the shipment.
Assam,February,2022,922.9473607753747,307.55059188706315,264.7287092314307,296.4908865474451,"Due to rush at the port, the shipment was delayed."
Tripura,May,2022,671.8513934332069,425.18141214079554,373.8228330105318,447.22542350079175,Customs clearance issues delayed the shipment.
Tripura,October,2022,1571.883892267359,421.10134984740597,397.11639654320845,413.3623433493663,Customs clearance issues delayed the shipment.
Munnar,September,2022,1651.7370151813004,240.73972600083877,215.14067356531595,222.03512977742471,Road blockages due to flooding delayed the shipment.
Terai,February,2022,1322.894298262034,415.1534618193567,354.04566353673073,373.1185095674388,Labor strike at the port delayed the shipment.
Assam,December,2022,1515.1208199863659,187.8453143933086,161.37466967602276,163.41675501025406,Adverse weather conditions caused a delay in transportation.
Meghalaya,August,2022,1931.867397040262,56.81306361026448,51.27582944871642,59.479544410259194,Labor strike at the port delayed the shipment.
Terai,July,2022,759.1851083792571,126.66736820766337,101.84708001033147,104.52017062518433,Customs clearance issues delayed the shipment.
Wayanad,June,2022,1054.7786593126766,459.4519162105395,379.4654910950292,377.17893483459005,Adverse weather conditions caused a delay in transportation.
Nilgiri,September,2022,1780.482569726845,299.5975884191614,295.0730045962942,313.92418975254856,Customs clearance issues delayed the shipment.
Tripura,March,2022,837.6958150865382,257.6531092240797,244.26589866079422,290.11178990631544,Labor strike at the port delayed the shipment.
Nilgiri,February,2022,850.603699372999,393.1570034397521,380.6446336611823,352.86773662016157,Adverse weather conditions caused a delay in transportation.
Munnar,February,2022,879.2515556057251,471.97755867478537,455.9314216548678,526.0587027950222,Road blockages due to flooding delayed the shipment.
Munnar,September,2022,671.1674723777123,483.850479419836,445.80871911758317,510.1699213824812,"Due to rush at the port, the shipment was delayed."
Tripura,May,2022,1835.8253740959226,398.2124028594964,355.37595685597785,370.32378532613893,Road blockages due to flooding delayed the shipment.
Assam,February,2022,1441.4814098829645,102.48719535455072,101.7587190864753,106.8430223116943,"Due to rush at the port, the shipment was delayed."
Tripura,November,2022,1244.043229005168,123.98421846925555,102.37737963888672,121.20542297665502,Customs clearance issues delayed the shipment.
Wayanad,January,2022,1736.953866447424,251.72442197128711,220.02729266296944,241.482228111383,Adverse weather conditions caused a delay in transportation.
Arunachal Pradesh,September,2022,1420.0864785606364,149.2890335779374,124.82720658762551,120.3216902780691,"Due to rush at the port, the shipment was delayed."
Meghalaya,July,2022,1433.0867347026133,195.28764850276704,165.1685182500299,168.2903452242709,Labor strike at the port delayed the shipment.
Arunachal Pradesh,August,2022,1576.595857424959,361.7066933394224,337.78666349829723,346.3480339629218,Customs clearance issues delayed the shipment.
Assam,February,2022,913.5681526097808,78.12661982748284,76.54192337092431,84.60748080246,Adverse weather conditions caused a delay in transportation.
Munnar,May,2022,848.5413303966009,93.25917702752336,78.79144003779516,94.17822821223791,Adverse weather conditions caused a delay in transportation.
Dooars,June,2022,1516.1592610346897,152.19665154038418,142.64506613802195,158.26117955011475,Labor strike at the port delayed the shipment.
Wayanad,September,2022,924.5099347345296,108.13791863941856,106.59014644796353,106.51059161627876,Road blockages due to flooding delayed the shipment.
Nilgiri,May,2022,1133.6826194209011,108.12608751392895,107.00978365516005,99.88597025107542,Labor strike at the port delayed the shipment.
Assam,October,2022,618.9178906260307,460.48546312495967,384.78329574669004,387.5473568800471,Labor strike at the port delayed the shipment.
Darjeeling,October,2022,746.7181447424651,262.72868592543034,224.03589583753222,247.22341891548763,Road blockages due to flooding delayed the shipment.
Wayanad,June,2022,894.1687186750086,308.99485083775704,286.28938973156096,289.32134434628125,Road blockages due to flooding delayed the shipment.
Wayanad,April,2022,1372.6419544679625,125.24825707173386,104.57737389163135,98.98686950067528,"Due to rush at the port, the shipment was delayed."
Assam,December,2022,565.81871918075,286.3209360736396,273.8717204672823,264.09816824105843,Road blockages due to flooding delayed the shipment.
Arunachal Pradesh,May,2022,951.6786337010526,244.8535519169351,217.7143814805273,198.90698619569224,"Due to rush at the port, the shipment was delayed."
Darjeeling,October,2022,1734.8020683158772,433.13384876541966,355.33255559522024,339.21867019851373,Customs clearance issues delayed the shipment.
Assam,July,2022,589.5040174647498,461.48059352086375,453.55239464985243,427.64458565769456,Road blockages due to flooding delayed the shipment.
Assam,March,2022,1898.9676457282342,237.16362736157268,231.8841822933452,239.03846077336362,Labor strike at the port delayed the shipment.
Dooars,September,2022,1184.0846786183984,247.694429319128,207.49990865206294,217.29674552425195,"Due to rush at the port, the shipment was delayed."
Terai,May,2022,1241.922412566359,269.6059054479192,238.8705435347798,283.19131607058347,"Due to rush at the port, the shipment was delayed."
Nilgiri,July,2022,1432.520095892767,180.34142081794326,153.12481426627986,165.44797264773723,Adverse weather conditions caused a delay in transportation.
Tripura,August,2022,1483.27332573878,449.4368910671701,394.7546955270946,455.06104244393737,Customs clearance issues delayed the shipment.
Munnar,July,2022,1887.3332576321754,242.93588854410325,209.88505513840437,227.23320225656292,"Due to rush at the port, the shipment was delayed."
Terai,March,2022,559.9420452794553,332.5578551979437,283.1422125204566,268.26479175135154,Customs clearance issues delayed the shipment.
Darjeeling,July,2022,535.545728507934,401.4919123712257,395.3303660655994,415.85820737149794,"Due to rush at the port, the shipment was delayed."
Tripura,March,2022,1687.1365400920708,391.2184873364884,374.3755379110683,424.11096323197955,Road blockages due to flooding delayed the shipment.
Nilgiri,September,2022,1500.9798191656769,157.6013133407368,156.39575375219144,180.16135425119595,Labor strike at the port delayed the shipment.
Meghalaya,April,2022,814.112313310686,202.24215954655125,183.3494029576576,189.24915204113833,"Due to rush at the port, the shipment was delayed."
Meghalaya,July,2022,1068.9655139934553,162.23484722686686,146.65971186211425,165.89021677108025,Labor strike at the port delayed the shipment.
Meghalaya,February,2022,1214.5031957333426,68.9324482823681,66.49295052336352,74.71240209738251,Labor strike at the port delayed the shipment.
Munnar,June,2022,926.5440477156884,105.33466032481907,93.41032518553848,90.99429085103196,Labor strike at the port delayed the shipment.
Tripura,January,2022,1558.7667028332885,131.64940194463685,114.57835634596842,136.5168467110924,Labor strike at the port delayed the shipment.
Wayanad,July,2022,1214.467399182838,366.14671074943584,302.92791459280835,281.1217859262512,Labor strike at the port delayed the shipment.
Nilgiri,June,2022,1823.7364366783063,321.85186231205665,297.1731877330966,310.540830757676,Adverse weather conditions caused a delay in transportation.
Darjeeling,May,2022,1734.3631366695888,301.6015121568572,245.18694957317027,235.4000188250775,Customs clearance issues delayed the shipment.
Dooars,October,2022,1863.2503616509052,60.4110361787529,57.6250785778127,68.28234163149239,Labor strike at the port delayed the shipment.
Tripura,June,2022,1311.6291490480198,158.3802844619533,156.7540035292172,168.18678435622596,Labor strike at the port delayed the shipment.
Assam,July,2022,1575.6417608181396,242.3023427367609,202.38355262359008,234.6986146654234,Adverse weather conditions caused a delay in transportation.
Munnar,July,2022,641.8123735661995,118.85384847968409,118.55461024514257,108.04411717762696,"Due to rush at the port, the shipment was delayed."
Tripura,November,2022,1773.7157554191995,448.63887697605117,425.3629128880464,409.64095729224323,Labor strike at the port delayed the shipment.
Meghalaya,January,2022,1756.038452634812,120.89714659950472,100.19361045742981,110.37360908513028,Customs clearance issues delayed the shipment.
Arunachal Pradesh,June,2022,1359.878011128026,296.1826156630525,256.37757525274964,295.6804148110256,Customs clearance issues delayed the shipment.
Arunachal Pradesh,May,2022,875.4326101808473,331.3510462588471,301.45161801781484,309.87360214729546,Customs clearance issues delayed the shipment.
Meghalaya,October,2022,553.8974255718844,421.71043916779234,403.70148903899985,479.0086071124513,Customs clearance issues delayed the shipment.
Darjeeling,September,2022,1493.0620132725958,304.93748575111067,265.58402902591286,280.65939745511895,"Due to rush at the port, the shipment was delayed."
Terai,December,2022,814.8633499315893,201.78711711408326,194.17854357868305,178.65215725409675,Adverse weather conditions caused a delay in transportation.
Dooars,December,2022,899.9932234160709,267.1645471596787,226.38672492811878,247.258067714573,"Due to rush at the port, the shipment was delayed."
Darjeeling,January,2022,667.227665112844,147.60338709647075,140.1799856175865,138.03572641328657,Adverse weather conditions caused a delay in transportation.
Assam,February,2022,907.2771397236387,268.5568475976919,265.9313717790258,293.8333573077799,"Due to rush at the port, the shipment was delayed."
Meghalaya,August,2022,1294.5649770448617,428.2065276446348,392.37326119526796,459.9745533422159,Adverse weather conditions caused a delay in transportation.
Nilgiri,February,2022,833.9973322115197,74.46952108868163,65.96634030610193,60.58747576211725,Labor strike at the port delayed the shipment.
Arunachal Pradesh,July,2022,516.1011284533888,489.5664000960096,471.641277919607,501.5272534053048,Customs clearance issues delayed the shipment.
Assam,May,2022,821.75478701265,262.5580042548216,227.1971646372748,249.18742028598032,Adverse weather conditions caused a delay in transportation.
Munnar,August,2022,916.9195342118064,220.31203070120358,179.57737300793985,183.83465569532157,Adverse weather conditions caused a delay in transportation.
Munnar,February,2022,767.5445292767399,248.50209828451645,224.11139266591633,206.38251459923555,Customs clearance issues delayed the shipment.
Munnar,December,2022,678.4816586934112,72.10447207265119,58.58892143637547,60.73213014198862,"Due to rush at the port, the shipment was delayed."
Nilgiri,October,2022,1282.584900952506,208.66893617074982,207.49575710707427,221.33213507808546,Customs clearance issues delayed the shipment.
Arunachal Pradesh,August,2022,1231.4123225498504,154.4505742866003,128.2240187615721,136.1556635918507,Adverse weather conditions caused a delay in transportation.
Nilgiri,February,2022,1511.4347511738297,317.942193302384,270.424667303929,287.49636588597747,Adverse weather conditions caused a delay in transportation.
Munnar,March,2022,739.3852635933666,216.93587905814667,189.8598504696197,214.8225260934905,Customs clearance issues delayed the shipment.
Nilgiri,November,2022,1255.063848042358,127.59880832834882,116.71125284457017,105.58572020432892,Customs clearance issues delayed the shipment.
Nilgiri,April,2022,535.6187161375245,270.0638126469063,254.80840641428344,236.28448642596607,Adverse weather conditions caused a delay in transportation.
Dooars,August,2022,1521.1382796422502,429.2041761847511,350.03971506278606,322.2874406835788,Labor strike at the port delayed the shipment.
Tripura,May,2022,1433.2503445769391,79.74633098631173,68.5395231389136,71.60083873814733,Adverse weather conditions caused a delay in transportation.
Tripura,November,2022,603.284140260313,141.7952716162381,135.9532864957444,130.5204379974756,Road blockages due to flooding delayed the shipment.
Arunachal Pradesh,November,2022,1345.8857316702722,399.99844452248396,339.9061843536342,388.54755396041526,Road blockages due to flooding delayed the shipment.
Nilgiri,January,2022,1783.1166695614302,380.149652661048,305.436551507994,331.9747263312611,Road blockages due to flooding delayed the shipment.
Meghalaya,April,2022,1244.1419703492409,449.01769010153276,431.64709825740096,391.2476954343897,Road blockages due to flooding delayed the shipment.
Darjeeling,January,2022,939.6042828896843,261.97278795320926,256.38760537859605,307.4222321681991,Labor strike at the port delayed the shipment.
Arunachal Pradesh,December,2022,1059.1296929681764,137.55409602072285,128.7592114551583,129.7338523825958,Adverse weather conditions caused a delay in transportation.
Meghalaya,April,2022,1562.9390365187774,159.5301776754742,134.7800958496075,129.95863806920394,Adverse weather conditions caused a delay in transportation.
Arunachal Pradesh,September,2022,737.9219436553797,142.1553842472806,123.2886895462591,146.57943113557408,Road blockages due to flooding delayed the shipment.
Munnar,December,2022,690.6774991959817,234.47130802500817,225.18675909511086,238.49997507424064,Labor strike at the port delayed the shipment.
Assam,September,2022,1109.608543177911,293.32824669849924,261.82548578698993,309.48825782372757,Customs clearance issues delayed the shipment.
Dooars,December,2022,608.1089018506029,406.43726378016675,343.0629621251148,399.65019345127536,Road blockages due to flooding delayed the shipment.
Meghalaya,March,2022,1123.2298735937818,97.32927650653673,87.14189914341915,103.56636490149286,"Due to rush at the port, the shipment was delayed."
