Region,Month,Year,Tea Supply (tons),Tea Demand (tons),Comment,Sentiment,Sentiment Score,Risk Analysis
Terai,January,2021,79.83324563082566,94.66977694827769,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Nilgiri,July,2021,92.36112249310696,104.45889239953212,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Tripura,October,2021,360.3290996260474,393.3760119512648,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Tripura,January,2021,372.6818549830688,366.8584460276678,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Meghalaya,February,2021,367.8650412450937,391.0995949036889,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,September,2021,296.8202833300897,270.7597972782604,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Munnar,October,2021,221.5699453151529,249.18230020091215,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Munnar,January,2021,271.5152311034867,247.23762631516664,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Munnar,June,2021,280.68030833602126,257.8570506339942,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Tripura,May,2021,73.63025711334379,69.21859099817958,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Wayanad,April,2021,310.3226092542384,326.70416994410897,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Darjeeling,July,2021,112.0092085018481,111.57585225340554,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Meghalaya,December,2021,70.9876575745883,80.90055475303099,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Meghalaya,January,2021,392.3123507433712,398.49173354299785,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Wayanad,December,2021,191.65793949107228,215.169167320078,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Tripura,February,2021,255.5829264460353,269.1289407317044,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Nilgiri,November,2021,285.17265808101683,258.63690610421384,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Wayanad,September,2021,78.06043454375148,78.93273402107619,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Nilgiri,February,2021,310.4147434239259,308.3045208298278,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Assam,February,2021,59.38747688833934,55.10929451613483,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Assam,September,2021,89.15538523065585,88.01535868402078,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Assam,May,2021,121.65664576543531,133.65432175262535,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Terai,February,2021,170.2267503980595,199.44150804351156,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Nilgiri,July,2021,368.3994596006335,346.00339285036256,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Munnar,January,2021,446.5289719326444,509.29375256703344,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Dooars,March,2021,104.22816795547152,102.4044833086135,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Dooars,April,2021,148.24129292298636,149.68978713115132,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Dooars,August,2021,318.9056609122898,291.96184059534187,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Assam,October,2021,181.60269346223683,164.35053825260343,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Meghalaya,November,2021,482.6653459770021,523.7501878255204,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Dooars,February,2021,80.24398945078323,84.01464337923768,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Terai,August,2021,161.5994290393109,188.60005923868283,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Terai,May,2021,136.71364147374717,139.5511643958188,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Arunachal Pradesh,January,2021,244.1723893478436,230.0462890479263,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Tripura,August,2021,305.819748330056,358.6396675558405,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Tripura,June,2021,60.48096217747607,67.97929443911615,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Terai,December,2021,379.2971582473919,352.67862389883464,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Terai,June,2021,61.04007447827806,64.55963388690603,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Munnar,January,2021,67.44818304595252,71.10236196616025,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Assam,September,2021,186.89448424443376,182.90089386340708,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Meghalaya,July,2021,140.02384171920644,144.77004020536276,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Assam,February,2021,50.35526490976631,46.14152298025967,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Munnar,February,2021,418.72841628004255,497.07885123167216,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Dooars,June,2021,397.72999497636414,387.13711186535664,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Darjeeling,January,2021,368.83876668219966,408.24274344758993,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Terai,January,2021,148.23886589089958,168.8136757561004,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Meghalaya,September,2021,416.1300847427866,430.9700188913049,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Arunachal Pradesh,May,2021,278.48690756321963,305.9191595870889,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Darjeeling,August,2021,279.23508440843574,314.17775882029764,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Dooars,September,2021,404.75707019513055,382.03427968065,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Assam,July,2021,248.7247486144493,286.782992822908,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Arunachal Pradesh,April,2021,139.97368685820786,145.53944165463616,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Terai,July,2021,118.03587776559029,127.42624636244348,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Terai,January,2021,85.57311885505588,86.37519202814981,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Assam,December,2021,91.46715600783982,89.73089251501698,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,August,2021,238.81940247019156,283.609555478332,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Wayanad,July,2021,452.8444361065157,451.9791242082788,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Terai,April,2021,262.9682626413407,304.88834038683166,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Meghalaya,July,2021,110.69918728601488,112.80223152111589,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Darjeeling,February,2021,124.11491787294074,145.90772107497494,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Assam,December,2021,162.77060429577935,181.47883289705533,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Dooars,March,2021,319.5880483761916,291.9769201634055,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Terai,September,2021,233.28815643674128,217.25549681729132,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Terai,June,2021,150.3070929362476,176.466802313595,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Meghalaya,December,2021,296.27424323752206,325.885233458754,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Tripura,July,2021,193.56479730799185,218.76798623506443,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Terai,April,2021,230.3353079645665,263.63846495017026,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Terai,February,2021,156.94997812355118,183.5016212863237,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Assam,September,2021,181.5913920979766,176.6212998586838,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Dooars,July,2021,304.1424961796737,315.30192196502526,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Terai,September,2021,81.0359495045266,90.26142675523045,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Darjeeling,April,2021,324.98337056114167,308.8121614886912,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Assam,July,2021,80.85642517084982,88.0786236983512,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Arunachal Pradesh,September,2021,178.57098181196494,165.3549166423488,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Darjeeling,January,2021,181.14818155118127,170.8111367508052,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,January,2021,359.29591259175646,355.12826307618894,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Wayanad,August,2021,242.0197210646172,246.1260076929836,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Munnar,June,2021,189.2340814032648,195.3314500154009,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Munnar,February,2021,205.7706011038968,189.70116013589063,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Meghalaya,January,2021,72.14898961066234,66.61853442570117,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Wayanad,February,2021,137.34459169846957,145.5820903008648,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Meghalaya,September,2021,80.67944995281655,93.1742425629685,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Dooars,March,2021,200.1217735096176,224.66223292922115,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Nilgiri,April,2021,270.85579907029734,276.5695764822691,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Arunachal Pradesh,October,2021,354.33393738595646,401.1953247893255,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Terai,June,2021,352.16107415764225,417.5183520164948,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Munnar,September,2021,163.15521403788716,169.40514234111893,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,July,2021,303.3921254230664,360.0590684974556,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Tripura,April,2021,394.0735075554534,390.9836875994384,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Arunachal Pradesh,June,2021,444.0164636004068,526.1371513447583,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Arunachal Pradesh,April,2021,342.181030016729,323.49880084057446,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Arunachal Pradesh,July,2021,143.70177051511456,162.57607033161835,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Wayanad,November,2021,84.41785826559305,91.81653489689644,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Terai,May,2021,246.80824064552905,245.07691979541988,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Dooars,January,2021,337.2385483851404,309.3551393316367,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Darjeeling,March,2021,410.1704830206462,432.6550766700252,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Assam,July,2021,286.52199594671447,334.19387724383046,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Meghalaya,August,2021,60.159624817799845,56.2906910516999,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Terai,November,2021,126.58317548051926,144.3973458180638,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Darjeeling,March,2021,244.001097308121,284.39157620709346,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Assam,December,2021,323.2320885652113,341.55469728200063,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Tripura,September,2021,55.05405279635514,57.36392420641859,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Tripura,October,2021,187.1611877655509,174.52205503754212,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Nilgiri,March,2021,397.0163147184689,385.2570148366408,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Nilgiri,September,2021,277.639076859239,296.1443235469281,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,January,2021,361.948860660447,401.20711928968,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Arunachal Pradesh,August,2021,241.30545986076,278.656836301924,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Meghalaya,May,2021,120.11966866037233,124.7827101745046,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Darjeeling,December,2021,386.3900008959802,432.4197635707659,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Dooars,August,2021,58.32444886228119,57.2216917423248,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Dooars,August,2021,122.66221482044746,142.2383876522662,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Tripura,March,2021,430.038792205221,487.3863913975172,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Terai,September,2021,125.34647057167965,141.2721322545217,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Nilgiri,September,2021,94.94401211665328,95.01871958432328,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Munnar,May,2021,432.8694777850667,438.4849431806375,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Tripura,February,2021,343.70143964912944,393.9827844779605,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Nilgiri,May,2021,475.6056534166796,487.2388280081425,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Tripura,July,2021,418.0882446472788,448.93635166496136,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Terai,September,2021,222.73660219465012,252.3619624225224,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Nilgiri,November,2021,66.14136347036282,70.46407246069658,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Nilgiri,April,2021,341.3509679144661,397.6185818044502,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Terai,April,2021,208.7500906590751,200.9532140890406,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Munnar,November,2021,408.75544615024967,398.33375430001786,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Arunachal Pradesh,March,2021,204.9145026731113,193.4161339818187,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Meghalaya,April,2021,314.5144222705591,342.0191481126741,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Tripura,June,2021,148.0723057694596,141.95097744515346,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Dooars,April,2021,348.2237437814903,408.363572522494,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Munnar,June,2021,184.91779989200063,178.44691542036713,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,August,2021,377.4589558207798,368.8012917723807,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Dooars,December,2021,261.56160868338293,289.2695233093851,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Terai,October,2021,492.6197833640777,486.07639159777887,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Terai,June,2021,255.0964607838561,254.01598247071112,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Munnar,April,2021,267.7759106004151,260.67967408147035,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Dooars,August,2021,419.5823917719502,485.6309112160197,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Dooars,December,2021,338.16517150342344,338.25314074640016,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Dooars,December,2021,265.7737453155703,318.6364332587537,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Dooars,August,2021,196.2124896574318,211.1657778294052,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Assam,June,2021,262.2001110931894,297.05579201369176,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Dooars,June,2021,97.07310133376627,102.6003284153677,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Darjeeling,April,2021,308.86904090090314,291.3898023210682,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Dooars,May,2021,120.21843741014244,129.54960820837454,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,November,2021,53.0798929921196,59.97023243936231,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Meghalaya,January,2021,304.4145202017827,299.4146427666872,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Dooars,August,2021,166.78694605252505,160.34521408294873,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Assam,November,2021,275.9629397172503,291.87352498323924,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Tripura,July,2021,172.94989977782578,199.59734148683012,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Wayanad,July,2021,158.1009238571562,189.47007080793531,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Terai,December,2022,166.03008374371234,188.83868958953204,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Assam,December,2022,245.74704091593105,222.8278775120791,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Wayanad,January,2022,62.663104249770434,67.30473163584172,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Wayanad,October,2022,414.02292640617264,464.329411884772,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Terai,November,2022,181.74721569853384,182.48717765040655,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Meghalaya,November,2022,272.47079924201546,286.63723559223666,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Assam,April,2022,251.63891443770757,300.9513967693691,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Terai,May,2022,184.03471889158524,197.6053191389281,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Munnar,November,2022,327.9489988079629,366.1937756969869,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Assam,July,2022,110.99304883144124,107.064859644164,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Darjeeling,March,2022,391.6933930047307,387.0742261764572,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Meghalaya,March,2022,355.8658638647385,369.0952985647856,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Assam,June,2022,247.2334165359696,234.41251973690453,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Assam,April,2022,405.772140953621,478.3541692948392,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Meghalaya,January,2022,387.8366969590861,457.18666140576863,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Meghalaya,June,2022,200.5993035956056,239.07865670159111,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Meghalaya,August,2022,122.04851555023416,123.01896028128006,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Nilgiri,February,2022,191.44682518704568,218.1414113301864,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Terai,January,2022,59.37103976023378,64.84676722734909,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Munnar,December,2022,61.98402006066459,65.35582746788829,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Arunachal Pradesh,February,2022,217.9754282558469,224.36494574784243,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Wayanad,May,2022,277.8410057667999,268.48640931038545,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Assam,February,2022,264.7287092314307,296.4908865474451,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Tripura,May,2022,373.8228330105318,447.22542350079175,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Tripura,October,2022,397.11639654320845,413.3623433493663,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Munnar,September,2022,215.14067356531595,222.03512977742471,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Terai,February,2022,354.0456635367308,373.1185095674388,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Assam,December,2022,161.37466967602276,163.41675501025406,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Meghalaya,August,2022,51.27582944871642,59.4795444102592,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Terai,July,2022,101.84708001033148,104.52017062518432,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Wayanad,June,2022,379.4654910950292,377.17893483459005,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Nilgiri,September,2022,295.0730045962942,313.92418975254856,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Tripura,March,2022,244.26589866079425,290.11178990631544,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
Nilgiri,February,2022,380.6446336611823,352.8677366201616,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Munnar,February,2022,455.9314216548678,526.0587027950222,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Munnar,September,2022,445.8087191175832,510.1699213824812,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Tripura,May,2022,355.37595685597785,370.3237853261389,Road blockages due to flooding delayed the shipment.,LABEL_0,0.5015130639076233,Road blockages due to flooding.
Assam,February,2022,101.7587190864753,106.8430223116943,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Tripura,November,2022,102.37737963888672,121.20542297665502,Customs clearance issues delayed the shipment.,LABEL_0,0.5030000805854797,Delays due to customs clearance issues.
Wayanad,January,2022,220.02729266296944,241.482228111383,Adverse weather conditions caused a delay in transportation.,LABEL_0,0.5184354186058044,Adverse weather conditions affecting supply.
Arunachal Pradesh,September,2022,124.82720658762553,120.3216902780691,"Due to rush at the port, the shipment was delayed.",LABEL_0,0.5122790932655334,Port congestion causing delays.
Meghalaya,July,2022,165.1685182500299,168.2903452242709,Labor strike at the port delayed the shipment.,LABEL_0,0.5128858089447021,Port congestion causing delays.
